paper_id,model_id,apa_citation,year,affective_model,is_classifier,class_model_output_number,class_model_output_categories,class_Logistic Regression,class_Support Vector Machine (SVM),class_k-Nearest Neighbor (k-NN),class_Quadratic discrimant clasifier (QDA),class_Linear Discriminant Analysis (LDA),class_Tree based models,class_Naive Bayes,class_AVG,class_LASSO-T,class_Ridge-T,class_LASSO-VAR,class_Ridge-VAR,class_TPA,class_HDC-MER,class_HMM,class_Gradient boostingclass,class_Fully connected NN (or Multi layer perceptron),class_Convolutional NN,class_Recurrent NN,class_GRU (Gated Recurrent Units),class_LSTM,class_Cellular Neural Networks,class_AdaBoost DT,class_Quantum Neural Network (QNN),class_Probabilistic Neural Network (PNN),class_Backpropagation (BP),class_Extreme Learning Machine (ELM),class_ANN,class_Spiking Deep Belief Network (SDBN),"class_radial basis function
(RBF) ",class_1R rule,class_JRip,is_regressor,regre_model_output_number,regre_model_output_dimensions,regre_Linear Regression,regre_Support Vector Regression (SVR),regre_Polynomial Regression,regre_Ridge regression,regre_Logistic regression,regre_knn,regre_decision tree,regre_Multilayer regression,regre_Boosted regression trees,regre_Fully connected NN (or Multi layer perceptron),regre_Convolutional NN,regre_Recurrent NN,regre_LSTM,regre_PNN (probabilistic neural network),model_level_intersubject,model_level_intrasubject,n_model_input,is_physiologicall_interpretation,model_interpretation,is_public_code,public_code_location
17,126,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",2017,categorical,x,2,"fear, others emotions",-,-,-,x,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,x,-,-,x,"After preprocessing and windowing the signals, several nonlinear features were extracted (Fig. 1). Lower SD1/SD2 ratios
emphasized on a more regular pattern of signals during happiness and sadness compared to fear and peacefulness. SD1
and SD2 measures mainly reflect parasympathetic, and both
sympathetic and parasympathetic activities, respectively. The
results revealed that based on the dimensional model, opposite emotions may have the same patterns of Poincare indices.
In addition, positive LEs revealed that GSR signals have
a chaotic trajectory which are derived from a chaotic system. The higher entropies indicated the higher irregularity of
GSR signals during fear. The lower RQA measures during all
emotional stimuli, a higher dimensional GSR signal can be
concluded. VMAX and LAM mark a time period in which the
state changes very slowly or does not change. Consequently,
higher values of the indices during rest condition reveal the
system stability. Next, three feature selection algorithms were
applied to the data",-,-
18,127,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533",2017,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,,,,,,,,,,,-,x,1,arousal,-,-,-,,,,,,,-,-,-,-,-,x,-,-,-,-,-,-
18,128,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533",2017,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,x,1,valence,-,-,-,,,,,,,-,-,-,-,-,x,-,-,-,-,-,-
19,129,"Hernández-García, A., Fernández-Martínez, F., & Díaz-De-maría, F. (2017). Emotion and attention: Predicting electrodermal activity through video visual descriptors. 914–923. Scopus. https://doi.org/10.1145/3106426.3109418",2017,dimensional,,-,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,x,1,arousal,x,-,-,,,,,,,-,-,-,-,-,?,?,-,x,"The relationship between visual descriptors and other kind of
subjective information like aesthetics or appeal reported deliberately by participants via a score, for instance, had been already
demonstrated in previous works [16]. However, finding some correlation with EDA has a great interest because it is a psychophysiological reaction controlled by the autonomous nervous system,
thus it is automatic and is directly related to actual emotional and
attentional activation, avoiding the implicit bias of opinions and
judgments.
Correlation between the set of visual descriptors and SCL and
SCR was not so clear as in the case of SUM. One explanation for
this is that these measures alone reflect subtleties that are more
difficult to capture by simple methods and a relatively small set of
features",-,-
20,130,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",2017,dimensional,x,2,"LA, HA",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,x,-,-,-,-,-,-
20,131,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",2017,dimensional,x,2,"LV, HV",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,,-,-,x,-,-,-,-,-,-
21,132,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,133,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,134,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,135,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,136,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,137,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,138,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,139,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,140,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,141,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,142,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
21,143,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",2017,dimensional,x,5,"HAHV, HALV, LAHV, LALV, neutral",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,"Physiological measures in the real world are more complex
than those under laboratory conditions. In this paper, we have
shown that ER (Emotion Recognition) by using physiological
signals is influenced by human movements. We investigate
the recognition of a group of emotions by using various
physiological signals and commonly used algorithms in both,
the lab and a real-world scenario. Our results show that
the ST (Skin Temperature), EDA (Electrodermal Activity),
and EMG (Electromyography) signals achieve the highest
accuracies when the data is collected when the participants
are at rest. Our results show that the Decision Tree is the
best classification algorithm. From our work we can conclude,
that human movement influences the physiological signals
measured from a user, and therefore, influence the results of
the ER. For this reason, one must take this effect into account
when developing models for emotion recognition. ER models
based on controlled experiments cannot be accurately used to
recognize emotion in real-world scenarios.",,
22,144,"Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A. (2017). Human emotion classifications for automotive driver using skin conductance response signal. 371–375. Scopus. https://doi.org/10.1109/ICAEES.2016.7888072",2017,categorical,x,5,"happy, sad, anger, disgust, fear",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,,-,-,,
22,145,"Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A. (2017). Human emotion classifications for automotive driver using skin conductance response signal. 371–375. Scopus. https://doi.org/10.1109/ICAEES.2016.7888072",2017,categorical,x,5,"happy, sad, anger, disgust, fear",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,,-,-,,
22,146,"Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A. (2017). Human emotion classifications for automotive driver using skin conductance response signal. 371–375. Scopus. https://doi.org/10.1109/ICAEES.2016.7888072",2017,categorical,x,5,"happy, sad, anger, disgust, fear",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,,-,-,,
23,147,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via random forest and galvanic skin response: Comparison of time based feature sets, window sizes and wavelet approaches. 2016 Medical Technologies National Conference, TIPTEKNO 2016. Scopus. https://doi.org/10.1109/TIPTEKNO.2016.7863130",2017,dimensional,x,2,"LA, HA",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,x,-,1280,-,-,-,-
23,148,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via random forest and galvanic skin response: Comparison of time based feature sets, window sizes and wavelet approaches. 2016 Medical Technologies National Conference, TIPTEKNO 2016. Scopus. https://doi.org/10.1109/TIPTEKNO.2016.7863130",2017,dimensional,x,2,"LV, HV",-,-,-,-,-,x,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,x,-,-,-,-,-,-
24,149,"Greco, A., Valenza, G., Citi, L., & Scilingo, E. P. (2017). Arousal and valence recognition of affective sounds based on electrodermal activity. IEEE Sensors Journal, 17(3), 716–725. Scopus. https://doi.org/10.1109/JSEN.2016.2623677",2017,dimensional,x,3,"LA, medium arousal, HA",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,,-,-,,,,,,,-,-,-,-,-,x,-,75,-,-,-,-
24,150,"Greco, A., Valenza, G., Citi, L., & Scilingo, E. P. (2017). Arousal and valence recognition of affective sounds based on electrodermal activity. IEEE Sensors Journal, 17(3), 716–725. Scopus. https://doi.org/10.1109/JSEN.2016.2623677",2017,dimensional,x,2,"LV, HV",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,,-,-,,,,,,,-,-,-,-,-,x,-,150,-,-,-,-
25,151,"Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I. (2017). A design framework for human emotion recognition using electrocardiogram and skin conductance response signals. Journal of Engineering Science and Technology, 12(11), 3102–3119. Scopus.",2017,categorical,x,5,"happy, sad, anger, disgust, fear",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,,-,-,-,-
25,152,"Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I. (2017). A design framework for human emotion recognition using electrocardiogram and skin conductance response signals. Journal of Engineering Science and Technology, 12(11), 3102–3119. Scopus.",2017,categorical,x,5,"happy, sad, anger, disgust, fear",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,,-,-,-,-
25,153,"Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I. (2017). A design framework for human emotion recognition using electrocardiogram and skin conductance response signals. Journal of Engineering Science and Technology, 12(11), 3102–3119. Scopus.",2017,categorical,x,5,"happy, sad, anger, disgust, fear",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,,,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,,,-,-,-,-,-
26,154,"Zhang, Q., Lai, X., & Liu, G. (2016). Emotion recognition of GSR based on an improved quantum neural network. 1, 488–492. Scopus. https://doi.org/10.1109/IHMSC.2016.66",2016,categorical,x,5,"happy, grief, fear, angry, calm",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,x,,,,,,,,-,,-,-,,-,-,,,,,,,-,-,-,-,-,x,-,175,-,-,-,-
27,155,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). A novel signal-based fusion approach for accurate music emotion recognition. Biomedical Engineering - Applications, Basis and Communications, 28(6). Scopus. https://doi.org/10.4015/S101623721650040X",2016,categorical,x,5,"happy, sad, scary, peaceful, rest",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,x,-,-,-,-,-,-
27,156,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). A novel signal-based fusion approach for accurate music emotion recognition. Biomedical Engineering - Applications, Basis and Communications, 28(6). Scopus. https://doi.org/10.4015/S101623721650040X",2016,dimensional,x,3,"LA, HA, rest",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,x,-,-,-,-,-,-
27,157,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). A novel signal-based fusion approach for accurate music emotion recognition. Biomedical Engineering - Applications, Basis and Communications, 28(6). Scopus. https://doi.org/10.4015/S101623721650040X",2016,dimensional,x,3,"LV, HV, rest",-,-,-,-,-,-,-,,,,,,,,,,-,-,-,,,-,-,-,x,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,x,-,-,-,-,-,-
28,158,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"happy, sad",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,159,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"happy, sad",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,160,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"happy, sad",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,161,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"happy, neutral",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,162,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"happy, neutral",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,163,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"happy, neutral",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,164,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"sad, neutral",-,x,-,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,165,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"sad, neutral",-,-,-,-,-,-,x,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
28,166,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134",2016,categorical,x,2,"sad, neutral",-,-,x,-,-,-,-,,,,,,,,,,-,-,-,,-,-,-,-,-,,,,,,,-,,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-
