paper_id,model_id,apa_citation,is_multimodal,modality_visual,modality_auditory,modality_somatosensory,task_type_active,task_type_pasive,technique_name,visual_pictures,visual_videos,visual_words,visual_other,auditory_miusic,auditory_other,technique_clasif_multiple_techniques,technique_clasif_driving,technique_clasif_Imagination techniques /memory recall,technique_clasif_Social interactions,technique_clasif_Virtual Reality,technique_clasif_Meditation,technique_clasif_Reading,technique_clasif_Ux,technique_clasif_TEM clips (Tactile Enhanced Multimedia),technique_clasif_Videogame,technique_clasif_Puzzle,technique_description,elicitation_duration,elicitation_duration_range,elicitation_duration_mean,elicitation_duration_median
15,82,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",x,,,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-
15,83,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",,,,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-
15,84,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",,,,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-
15,85,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",,,,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-
15,86,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",-,x,-,-,-,x,-,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
15,87,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",-,x,-,-,-,x,-,x,-,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
15,88,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",-,x,-,-,-,x,-,-,x,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
15,89,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",-,x,-,-,-,x,-,-,x,,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-
15,90,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",x,,,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-
15,91,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",x,,,-,-,x,-,-,x,,-,-,-,x,-,-,-,-,-,,,,,,-,-,-,-,-
15,92,"Md Ali, S. H., Ibne Reaz, M., Ahmad, S. A., Minhad, K. N., & Ooi, J. S. K. (2017). Low cost wearable sensor for human emotion recognition using skin conductance response. IEICE Transactions on Information and Systems, E100D(12), 3010–3017. Scopus. https://doi.org/10.1587/transinf.2017EDP7067",,,,-,x,-,-,-,-,,-,-,-,-,x,-,-,-,-,,,,,,-,-,-,-,-
16,93,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion sensing from physiological signals using three defined areas in arousal-valence model. 219–223. Scopus. https://doi.org/10.1109/CADIAG.2017.8075660",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
16,94,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion sensing from physiological signals using three defined areas in arousal-valence model. 219–223. Scopus. https://doi.org/10.1109/CADIAG.2017.8075660",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
17,95,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,96,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,97,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,98,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,99,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,100,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,101,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,102,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,103,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,104,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,105,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,106,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,107,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,108,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,109,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,110,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,111,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,112,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,113,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,114,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,115,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,116,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,117,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,118,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,119,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,120,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,121,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,122,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,123,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,124,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,125,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
17,126,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9",x,,,-,-,x,-,-,x,,-,x,-,-,-,-,-,-,-,,,,,,"Totally, 56 short musical excerpts
(14 stimuli per each category) were selected from Vieillard
et al. [19].",15m,-,-,-
18,127,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533",,,,,x,-,survival task,-,-,-,-,-,-,-,-,-,x,-,-,,,,,,,,,15m,
18,128,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533",,,,,x,-,survival task,-,-,-,-,-,-,-,-,-,x,-,-,,,,,,,,,15m,
19,129,"Hernández-García, A., Fernández-Martínez, F., & Díaz-De-maría, F. (2017). Emotion and attention: Predicting electrodermal activity through video visual descriptors. 914–923. Scopus. https://doi.org/10.1145/3106426.3109418",x,,,-,-,x,-,-,x,,-,-,-,-,-,-,-,-,-,,,,,,"In order to collect ground truth data for the present study, the
EDA was measured on 22 subjects, 10 men and 12 women, with ages
between 21 and 59 years old, while they watched a concantenation
of videos. The data set consists of 44 videos with an average duration
of 44 seconds (σ = 21) which belong to the awarded spots at the 2002
Cannes International Advertising Festival. The whole sequence of
spots was projected in a movie theater while the EDA was recorded
on each subject by means of the Sociograph device",-,-,44s,-
20,130,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
20,131,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",x,,,-,-,x,-,-,x,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,34.9s - 117 s,"81,4 s",-
21,132,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
21,133,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
21,134,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
21,135,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
21,136,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
21,137,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
21,138,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
21,139,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586",-,x,-,-,-,x,IAPS,x,-,,-,-,-,-,-,-,-,-,-,,,,,,"The affective
pictures are presented to the participants in a slide show
presentation, where each emotion group lasts 30 seconds.
To investigate the influence of human movement on emotion
recognition using physiological signals, we measured the physiological
responses of the participants in two scenarios: i) after
the participants have been sitting calmly for a while, and ii)
after the participants have performed physical activity. In the
second scenario, the experiments are repeated four times, with
the participant watching a different set of pictures each time.
The experiments are summarized in Table I.",-,-,-,-
