paper_id,model_id,apa_citation,authors,title,year,source_title,source_type_journal,source_type_conference,source_type_preprint,first_author_country_affiliation
17,121,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses.,2017,"Signal, Image and Video Processing",x,-,,Iran
17,122,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses.,2017,"Signal, Image and Video Processing",x,-,,Iran
17,123,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses.,2017,"Signal, Image and Video Processing",x,-,,Iran
17,124,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses.,2017,"Signal, Image and Video Processing",x,-,,Iran
17,125,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses.,2017,"Signal, Image and Video Processing",x,-,,Iran
17,126,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2017). Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses. Signal, Image and Video Processing, 11(7), 1347–1355. Scopus. https://doi.org/10.1007/s11760-017-1092-9","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Discrimination between different emotional states based on the chaotic behavior of galvanic skin responses.,2017,"Signal, Image and Video Processing",x,-,,Iran
18,127,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533","Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B.",End-to-end learning for dimensional emotion recognition from physiological signals.,2017,Proceedings - IEEE International Conference on Multimedia and Expo,-,x,,Germany
18,128,"Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B. (2017). End-to-end learning for dimensional emotion recognition from physiological signals. 985–990. Scopus. https://doi.org/10.1109/ICME.2017.8019533","Keren, G., Kirschstein, T., Marchi, E., Ringeval, F., & Schuller, B.",End-to-end learning for dimensional emotion recognition from physiological signals.,2017,Proceedings - IEEE International Conference on Multimedia and Expo,-,x,,Germany
19,129,"Hernández-García, A., Fernández-Martínez, F., & Díaz-De-maría, F. (2017). Emotion and attention: Predicting electrodermal activity through video visual descriptors. 914–923. Scopus. https://doi.org/10.1145/3106426.3109418","Hernández-García, A., Fernández-Martínez, F., & Díaz-De-maría, F.",Emotion and attention: Predicting electrodermal activity through video visual descriptors.,2017,"Proceedings - 2017 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2017",-,x,,Germany
20,130,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",,"Wiem, M. B. H., & Lachiri, Z.",2017,"4th International Conference on Control Engineering and Information Technology, CEIT 2016",-,x,,Tunisia
20,131,"Wiem, M. B. H., & Lachiri, Z. (2017). Emotion assessing using valence-arousal evaluation based on peripheral physiological signals and support vector machine. 4th International Conference on Control Engineering and Information Technology, CEIT 2016. Scopus. https://doi.org/10.1109/CEIT.2016.7929117",,"Wiem, M. B. H., & Lachiri, Z.",2017,"4th International Conference on Control Engineering and Information Technology, CEIT 2016",-,x,,Tunisia
21,132,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,133,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,134,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,135,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,136,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,137,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,138,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,139,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,140,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,141,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,142,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
21,143,"Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K. (2017). From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals. 345–350. Scopus. https://doi.org/10.1109/PERCOMW.2017.7917586","Xu, Y., Hubener, I., Seipp, A.-K., Ohly, S., & David, K.",From the lab to the real-world: An investigation on the influence of human movement on Emotion Recognition using physiological signals.,2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017",-,x,,Germany
22,144,"Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A. (2017). Human emotion classifications for automotive driver using skin conductance response signal. 371–375. Scopus. https://doi.org/10.1109/ICAEES.2016.7888072","Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A.",Human emotion classifications for automotive driver using skin conductance response signal.,2017,"2016 International Conference on Advances in Electrical, Electronic and Systems Engineering, ICAEES 2016",-,x,,Malaysia
22,145,"Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A. (2017). Human emotion classifications for automotive driver using skin conductance response signal. 371–375. Scopus. https://doi.org/10.1109/ICAEES.2016.7888072","Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A.",Human emotion classifications for automotive driver using skin conductance response signal.,2017,"2016 International Conference on Advances in Electrical, Electronic and Systems Engineering, ICAEES 2016",-,x,,Malaysia
22,146,"Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A. (2017). Human emotion classifications for automotive driver using skin conductance response signal. 371–375. Scopus. https://doi.org/10.1109/ICAEES.2016.7888072","Nisa’Minhad, K., Ali, S. H. M., Khai, J. O. S., & Ahmad, S. A.",Human emotion classifications for automotive driver using skin conductance response signal.,2017,"2016 International Conference on Advances in Electrical, Electronic and Systems Engineering, ICAEES 2016",-,x,,Malaysia
23,147,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via random forest and galvanic skin response: Comparison of time based feature sets, window sizes and wavelet approaches. 2016 Medical Technologies National Conference, TIPTEKNO 2016. Scopus. https://doi.org/10.1109/TIPTEKNO.2016.7863130","Ayata, D., Yaslan, Y., & Kamasak, M.","Emotion recognition via random forest and galvanic skin response: Comparison of time based feature sets, window sizes and wavelet approaches.",2017,"2016 Medical Technologies National Conference, TIPTEKNO 2016",-,x,,Turkey
23,148,"Ayata, D., Yaslan, Y., & Kamasak, M. (2017). Emotion recognition via random forest and galvanic skin response: Comparison of time based feature sets, window sizes and wavelet approaches. 2016 Medical Technologies National Conference, TIPTEKNO 2016. Scopus. https://doi.org/10.1109/TIPTEKNO.2016.7863130","Ayata, D., Yaslan, Y., & Kamasak, M.","Emotion recognition via random forest and galvanic skin response: Comparison of time based feature sets, window sizes and wavelet approaches.",2017,"2016 Medical Technologies National Conference, TIPTEKNO 2016",-,x,,Turkey
24,149,"Greco, A., Valenza, G., Citi, L., & Scilingo, E. P. (2017). Arousal and valence recognition of affective sounds based on electrodermal activity. IEEE Sensors Journal, 17(3), 716–725. Scopus. https://doi.org/10.1109/JSEN.2016.2623677","Greco, A., Valenza, G., Citi, L., & Scilingo, E. P.",Arousal and valence recognition of affective sounds based on electrodermal activity.,2017,IEEE Sensors Journal,x,-,,Italy
24,150,"Greco, A., Valenza, G., Citi, L., & Scilingo, E. P. (2017). Arousal and valence recognition of affective sounds based on electrodermal activity. IEEE Sensors Journal, 17(3), 716–725. Scopus. https://doi.org/10.1109/JSEN.2016.2623677","Greco, A., Valenza, G., Citi, L., & Scilingo, E. P.",Arousal and valence recognition of affective sounds based on electrodermal activity.,2017,IEEE Sensors Journal,x,-,,Italy
25,151,"Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I. (2017). A design framework for human emotion recognition using electrocardiogram and skin conductance response signals. Journal of Engineering Science and Technology, 12(11), 3102–3119. Scopus.","Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I.",A design framework for human emotion recognition using electrocardiogram and skin conductance response signals.,2017,Journal of Engineering Science and Technology,x,-,,Malaysia
25,152,"Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I. (2017). A design framework for human emotion recognition using electrocardiogram and skin conductance response signals. Journal of Engineering Science and Technology, 12(11), 3102–3119. Scopus.","Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I.",A design framework for human emotion recognition using electrocardiogram and skin conductance response signals.,2017,Journal of Engineering Science and Technology,x,-,,Malaysia
25,153,"Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I. (2017). A design framework for human emotion recognition using electrocardiogram and skin conductance response signals. Journal of Engineering Science and Technology, 12(11), 3102–3119. Scopus.","Minhad, K. N., Ali, S. H. M. D., & Reaz, M. B. I.",A design framework for human emotion recognition using electrocardiogram and skin conductance response signals.,2017,Journal of Engineering Science and Technology,x,-,,Malaysia
26,154,"Zhang, Q., Lai, X., & Liu, G. (2016). Emotion recognition of GSR based on an improved quantum neural network. 1, 488–492. Scopus. https://doi.org/10.1109/IHMSC.2016.66","Zhang, Q., Lai, X., & Liu, G.",Emotion recognition of GSR based on an improved quantum neural network.,2016,"Proceedings - 2016 8th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2016",-,x,,China
27,155,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). A novel signal-based fusion approach for accurate music emotion recognition. Biomedical Engineering - Applications, Basis and Communications, 28(6). Scopus. https://doi.org/10.4015/S101623721650040X","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",A novel signal-based fusion approach for accurate music emotion recognition.,2016,"Biomedical Engineering - Applications, Basis and Communications",x,-,,Iran
27,156,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). A novel signal-based fusion approach for accurate music emotion recognition. Biomedical Engineering - Applications, Basis and Communications, 28(6). Scopus. https://doi.org/10.4015/S101623721650040X","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",A novel signal-based fusion approach for accurate music emotion recognition.,2016,"Biomedical Engineering - Applications, Basis and Communications",x,-,,Iran
27,157,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). A novel signal-based fusion approach for accurate music emotion recognition. Biomedical Engineering - Applications, Basis and Communications, 28(6). Scopus. https://doi.org/10.4015/S101623721650040X","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",A novel signal-based fusion approach for accurate music emotion recognition.,2016,"Biomedical Engineering - Applications, Basis and Communications",x,-,,Iran
28,158,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,159,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,160,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,161,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,162,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,163,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,164,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,165,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
28,166,"Das, P., Khasnobish, A., & Tibarewala, D. N. (2016). Emotion recognition employing ECG and GSR signals as markers of ANS. 37–42. Scopus. https://doi.org/10.1109/CASP.2016.7746134","Das, P., Khasnobish, A., & Tibarewala, D. N.",Emotion recognition employing ECG and GSR signals as markers of ANS.,2016,"Conference on Advances in Signal Processing, CASP 2016",-,x,,India
29,167,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059","Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N.",A quality adaptive multimodal affect recognition system for user-centric multimedia indexing.,2016,ICMR 2016 - Proceedings of the 2016 ACM International Conference on Multimedia Retrieval,-,x,,Canada
29,168,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059","Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N.",A quality adaptive multimodal affect recognition system for user-centric multimedia indexing.,2016,ICMR 2016 - Proceedings of the 2016 ACM International Conference on Multimedia Retrieval,-,x,,Canada
29,169,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059","Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N.",A quality adaptive multimodal affect recognition system for user-centric multimedia indexing.,2016,ICMR 2016 - Proceedings of the 2016 ACM International Conference on Multimedia Retrieval,-,x,,Canada
29,170,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059","Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N.",A quality adaptive multimodal affect recognition system for user-centric multimedia indexing.,2016,ICMR 2016 - Proceedings of the 2016 ACM International Conference on Multimedia Retrieval,-,x,,Canada
29,171,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059","Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N.",A quality adaptive multimodal affect recognition system for user-centric multimedia indexing.,2016,ICMR 2016 - Proceedings of the 2016 ACM International Conference on Multimedia Retrieval,-,x,,Canada
29,172,"Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N. (2016). A quality adaptive multimodal affect recognition system for user-centric multimedia indexing. 317–320. Scopus. https://doi.org/10.1145/2911996.2912059","Gupta, R., Abadi, M. K., Cabré, J. A. C., Morreale, F., Falk, T. H., & Sebe, N.",A quality adaptive multimodal affect recognition system for user-centric multimedia indexing.,2016,ICMR 2016 - Proceedings of the 2016 ACM International Conference on Multimedia Retrieval,-,x,,Canada
30,173,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H.",2016,IECBES 2016 - IEEE-EMBS Conference on Biomedical Engineering and Sciences,-,x,,Malaysia
30,174,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H.",2016,IECBES 2016 - IEEE-EMBS Conference on Biomedical Engineering and Sciences,-,x,,Malaysia
30,175,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H. (2016). Driver emotion recognition framework based on electrodermal activity measurements during simulated driving conditions. 365–369. Scopus. https://doi.org/10.1109/IECBES.2016.7843475",,"Ooi, J. S. K., Ahmad, S. A., Chong, Y. Z., Ali, S. H. M., Ai, G., & Wagatsuma, H.",2016,IECBES 2016 - IEEE-EMBS Conference on Biomedical Engineering and Sciences,-,x,,Malaysia
31,176,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform.,2016,Iranian Journal of Medical Physics,x,-,,Iran
31,177,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform.,2016,Iranian Journal of Medical Physics,x,-,,Iran
31,178,"Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S. (2016). Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform. Iranian Journal of Medical Physics, 13(3), 163–173. Scopus. https://doi.org/10.22038/ijmp.2016.7960","Goshvarpour, A., Abbasi, A., Goshvarpour, A., & Daneshvar, S.",Fusion framework for emotional electrocardiogram and galvanic skin response recognition: Applying wavelet transform.,2016,Iranian Journal of Medical Physics,x,-,,Iran
32,179,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320","Siddharth, null, Jung, T.-P., & Sejnowski, T. J.",Multi-modal Approach for Affective Computing.,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,-,x,,USA
32,180,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320","Siddharth, null, Jung, T.-P., & Sejnowski, T. J.",Multi-modal Approach for Affective Computing.,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,-,x,,USA
32,181,"Siddharth,  null, Jung, T.-P., & Sejnowski, T. J. (2018). Multi-modal Approach for Affective Computing. Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference, 2018, 291–294. https://doi.org/10.1109/EMBC.2018.8512320","Siddharth, null, Jung, T.-P., & Sejnowski, T. J.",Multi-modal Approach for Affective Computing.,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,-,x,,USA
